Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
DBX2	DBX2	chr12	-	45014672	45051099	0.0	0.0	0.0
RACGAP1P1	RACGAP1P1	chr12	-	45062618	45065411	0.0	0.0	0.0
PLEKHA8P1	PLEKHA8P1	chr12	-	45173034	45216006	0.188604	0.233017	0.417177
ANO6	ANO6	chr12	+	45216095	45440404	2.028710	6.678293	11.956357
LINC00938	LINC00938	chr12	-	45725720	45727921	6.081744	7.513884	13.452339
ARID2	ARID2	chr12	+	45729706	45908037	1.723187	2.177250	3.897998
SCAF11	SCAF11	chr12	-	45919131	45990574	7.533995	9.308112	16.664604
SLC38A1	SLC38A1	chr12	-	46183063	46269043	2.339722	4.441933	7.952531
SLC38A2	SLC38A2	chr12	-	46358188	46372773	6.583614	8.134903	14.564170
LOC100288798	LOC100288798	chr12	+	46383676	46652579	0.024704	5.472925	9.798348
SLC38A4	SLC38A4	chr12	-	46764761	46825997	0.000000	0.000000	0.000000
AMIGO2	AMIGO2	chr12	-	47075707	47079959	8.573162	10.908450	19.529739
PCED1B	PCED1B	chr12	+	47079603	47236663	0.100815	0.125688	0.225023
MIR4698	MIR4698	chr12	+	47187812	47187891	0.000000	0.000000	0.000000
PCED1B-AS1	PCED1B-AS1	chr12	-	47208420	47216443	0.000000	0.000000	0.000000
LOC105369747	LOC105369747	chr12	-	47305917	47307399	0.0	0.0	0.0
MIR4494	MIR4494	chr12	-	47364186	47364269	0.0	0.0	0.0
LINC02156	LINC02156	chr12	+	47415008	47420179	0.0	0.0	0.0
RPAP3	RPAP3	chr12	-	47661249	47706061	8.760844	10.941323	19.588593
ENDOU	ENDOU	chr12	-	47709735	47725490	0.0	0.0	0.0
RAPGEF3	RAPGEF3	chr12	-	47734363	47758880	0.000000	0.000000	0.000000
SLC48A1	SLC48A1	chr12	+	47773238	47782751	5.798439	7.163865	12.825690
HDAC7	HDAC7	chr12	-	47782724	47819903	0.076454	0.095270	0.170566
VDR	VDR	chr12	-	47841537	47904994	0.422674	0.566392	1.014029
TMEM106C	TMEM106C	chr12	+	47963547	47968878	45.670376	59.624538	106.747673
COL2A1	COL2A1	chr12	-	47972967	48004476	0.0	0.0	0.0
SENP1	SENP1	chr12	-	48042897	48106079	2.354670	3.061090	5.480364
PFKM	PFKM	chr12	+	48105253	48146404	1.571174	10.769225	19.280478
MIR6505	MIR6505	chr12	+	48132797	48132867	0.000000	0.000000	0.000000
ASB8	ASB8	chr12	-	48147789	48157515	0.294375	0.384808	0.688934
CCDC184	CCDC184	chr12	+	48183644	48185926	0.127902	0.158021	0.282909
OR10AD1	OR10AD1	chr12	-	48202339	48203292	0.0	0.0	0.0
H1-7	H1-7	chr12	+	48328980	48330279	0.0	0.0	0.0
ZNF641	ZNF641	chr12	-	48334588	48351246	0.416014	0.763256	1.366481
ANP32D	ANP32D	chr12	+	48472559	48473622	0.186247	0.230105	0.411964
C12orf54	C12orf54	chr12	+	48482498	48496524	0.0	0.0	0.0
OR8S1	OR8S1	chr12	+	48525632	48528103	0.0	0.0	0.0
LALBA	LALBA	chr12	-	48567684	48571845	0.0	0.0	0.0
KANSL2	KANSL2	chr12	-	48653211	48682238	6.266872	7.742605	13.861828
SNORA2C	SNORA2C	chr12	-	48654382	48654518	0.218978	0.270543	0.484362
MIR1291	MIR1291	chr12	-	48654444	48654530	0.000000	0.000000	0.000000
SNORA2A	SNORA2A	chr12	-	48656648	48656782	0.096296	0.118972	0.212999
SNORA2B	SNORA2B	chr12	-	48667457	48667593	0.000000	0.000000	0.000000
CCNT1	CCNT1	chr12	-	48688458	48716707	1.082204	1.337043	2.393750
TEX49	TEX49	chr12	+	48727435	48765788	0.0	0.0	0.0
ADCY6	ADCY6	chr12	-	48766196	48789089	0.826634	1.021291	1.828449
MIR4701	MIR4701	chr12	-	48771975	48772037	0.000000	0.000000	0.000000
ADCY6-DT	ADCY6-DT	chr12	+	48789147	48790535	0.000000	0.000000	0.000000
CACNB3	CACNB3	chr12	+	48814480	48828941	0.105925	0.459712	0.823036
DDX23	DDX23	chr12	-	48829756	48852163	18.696062	23.098642	41.354218
RND1	RND1	chr12	-	48857145	48865870	0.952578	1.176893	2.107028
CCDC65	CCDC65	chr12	+	48904133	48921576	0.000000	0.000000	0.000000
FKBP11	FKBP11	chr12	-	48921967	48925547	0.000000	0.000000	0.000000
ARF3	ARF3	chr12	-	48935723	48957487	33.325043	41.172478	73.712372
WNT10B	WNT10B	chr12	-	48965340	48971735	0.000000	0.000000	0.000000
WNT1	WNT1	chr12	+	48978322	48982620	0.000000	0.000000	0.000000
DDN	DDN	chr12	-	48995149	48999375	0.048231	0.059589	0.106683
DDN-AS1	DDN-AS1	chr12	+	48998347	49019240	0.063257	0.078153	0.139920
PRKAG1	PRKAG1	chr12	-	49002274	49018776	23.193008	31.316347	56.066631
KMT2D	KMT2D	chr12	-	49018978	49060794	1.942446	2.399856	4.296537
RHEBL1	RHEBL1	chr12	-	49064676	49069979	0.215149	0.265813	0.475893
DHH	DHH	chr12	-	49086656	49094801	0.000000	0.000000	0.000000
LMBR1L	LMBR1L	chr12	-	49097140	49110900	0.540684	0.689233	1.233956
TUBA1B	TUBA1B	chr12	-	49127784	49131395	1135.749146	1403.197144	2512.187744
TUBA1A	TUBA1A	chr12	-	49184795	49189324	42.989594	77.066231	137.974075
TUBA1C	TUBA1C	chr12	+	49227926	49274600	72.294296	239.732391	429.200378
LOC101927267	LOC101927267	chr12	-	49292631	49324576	0.342894	0.423639	0.758455
PRPH	PRPH	chr12	+	49295147	49298684	0.000000	0.000000	0.000000
TROAP	TROAP	chr12	+	49323255	49331731	9.977241	13.606232	24.359661
C1QL4	C1QL4	chr12	-	49332409	49337188	4.335263	5.356137	9.589260
DNAJC22	DNAJC22	chr12	+	49346888	49353690	1.118704	1.382138	2.474485
SPATS2	SPATS2	chr12	+	49367462	49527425	13.302032	16.806297	30.088839
LOC100335030	LOC100335030	chr12	+	49389174	49392333	0.096677	0.119443	0.213842
KCNH3	KCNH3	chr12	+	49539030	49558334	0.860666	1.063337	1.903725
MCRS1	MCRS1	chr12	-	49558294	49568145	20.811913	26.892904	48.147205
FAM186B	FAM186B	chr12	-	49582873	49605639	0.000000	0.000000	0.000000
PRPF40B	PRPF40B	chr12	+	49623561	49644665	0.585450	0.845527	1.513773
FMNL3	FMNL3	chr12	-	49636499	49707405	1.658381	2.048899	3.668208
TMBIM6	TMBIM6	chr12	+	49741557	49764934	19.304733	112.901741	202.131500
NCKAP5L	NCKAP5L	chr12	-	49791152	49828413	0.274541	0.339190	0.607263
BCDIN3D-AS1	BCDIN3D-AS1	chr12	+	49828543	49841154	0.722976	0.893224	1.599166
BCDIN3D	BCDIN3D	chr12	-	49836043	49843106	0.935177	1.155394	2.068538
FAIM2	FAIM2	chr12	-	49866896	49903900	0.000000	0.000000	0.000000
LINC02396	LINC02396	chr12	-	49908883	49911863	0.000000	0.000000	0.000000
LINC02395	LINC02395	chr12	+	49911953	49926339	0.000000	0.000000	0.000000
AQP2	AQP2	chr12	+	49950737	49958878	0.000000	0.000000	0.000000
LOC101927318	LOC101927318	chr12	-	49951512	49962924	0.000000	0.000000	0.000000
AQP5	AQP5	chr12	+	49961872	49965682	0.000000	0.000000	0.000000
AQP6	AQP6	chr12	+	49972947	49977139	0.0	0.0	0.0
RACGAP1	RACGAP1	chr12	-	49989162	50025557	5.654523	10.078808	18.044405
ASIC1	ASIC1	chr12	+	50057596	50083622	0.878803	2.023630	3.622968
SMARCD1	SMARCD1	chr12	+	50085342	50100707	16.948227	20.939222	37.488140
GPD1	GPD1	chr12	+	50104008	50111312	0.000000	0.000000	0.000000
COX14	COX14	chr12	+	50112236	50120453	68.497299	126.827827	227.063797
CERS5	CERS5	chr12	-	50129289	50167533	11.639693	23.098194	41.353416
LIMA1	LIMA1	chr12	-	50175780	50283520	10.366338	16.024982	28.690025
MIR1293	MIR1293	chr12	-	50234142	50234212	0.000000	0.000000	0.000000
FAM186A	FAM186A	chr12	-	50327309	50396609	0.000000	0.000000	0.000000
LARP4	LARP4	chr12	+	50400809	50480005	0.905551	5.021884	8.990835
SNORD133	SNORD133	chr12	+	50456571	50456786	8.689815	10.736106	19.221186
DIP2B	DIP2B	chr12	+	50504985	50748657	8.411534	10.392296	18.605650
ATF1	ATF1	chr12	+	50764101	50821162	6.207870	7.669709	13.731319
TMPRSS12	TMPRSS12	chr12	+	50842926	50887880	0.0	0.0	0.0
METTL7A	METTL7A	chr12	+	50925015	50932507	0.0	0.0	0.0
HIGD1C	HIGD1C	chr12	+	50952544	50970700	0.0	0.0	0.0
SLC11A2	SLC11A2	chr12	-	50979407	51028886	0.230712	0.495081	0.886359
LETMD1	LETMD1	chr12	+	51048220	51068954	7.190397	18.866251	33.776836
CSRNP2	CSRNP2	chr12	-	51061205	51083596	0.438945	0.542308	0.970912
TFCP2	TFCP2	chr12	-	51093656	51173135	0.943000	1.165059	2.085842
POU6F1	POU6F1	chr12	-	51186936	51218062	0.330576	0.610049	1.092189
DAZAP2	DAZAP2	chr12	+	51238724	51246717	64.214432	108.533066	194.310120
SMAGP	SMAGP	chr12	-	51244558	51270415	20.789013	28.715477	51.410213
BIN2	BIN2	chr12	-	51281038	51324668	0.000000	0.000000	0.000000
CELA1	CELA1	chr12	-	51328442	51346679	0.0	0.0	0.0
GALNT6	GALNT6	chr12	-	51351252	51391406	0.043527	0.053777	0.096278
SLC4A8	SLC4A8	chr12	+	51391317	51515763	0.301373	0.903791	1.618085
SCN8A	SCN8A	chr12	+	51591233	51812864	0.149258	0.185873	0.332775
FIGNL2	FIGNL2	chr12	-	51817899	51848718	0.130684	0.439598	0.787026
FIGNL2-DT	FIGNL2-DT	chr12	+	51848223	51852729	0.000000	0.000000	0.000000
ANKRD33	ANKRD33	chr12	+	51888103	51891727	0.0	0.0	0.0
ACVRL1	ACVRL1	chr12	+	51907504	51923361	0.000000	0.000000	0.000000
ACVR1B	ACVR1B	chr12	+	51951699	51997079	0.077882	0.548719	0.982389
TAMALIN-AS1	TAMALIN-AS1	chr12	-	52006250	52007655	0.133713	0.165200	0.295763
TAMALIN	TAMALIN	chr12	+	52006946	52015889	0.000000	0.000000	0.000000
NR4A1	NR4A1	chr12	+	52022832	52059507	0.117690	0.521586	0.933811
ATG101	ATG101	chr12	+	52069974	52077495	14.303719	17.914633	32.073124
SMIM41	SMIM41	chr12	+	52079704	52108255	0.000000	0.000000	0.000000
OR7E47P	OR7E47P	chr12	+	52084746	52108319	0.000000	0.000000	0.000000
KRT80	KRT80	chr12	-	52168996	52192014	1.420517	1.755023	3.142072
LINC02874	LINC02874	chr12	-	52204823	52213583	0.0	0.0	0.0
LINC00592	LINC00592	chr12	+	52210930	52223881	0.0	0.0	0.0
KRT7	KRT7	chr12	+	52233243	52248921	0.000000	0.000000	0.000000
KRT7-AS	KRT7-AS	chr12	-	52245043	52247448	0.000000	0.000000	0.000000
KRT87P	KRT87P	chr12	-	52250544	52258508	0.0	0.0	0.0
KRT86	KRT86	chr12	+	52274645	52309163	0.0	0.0	0.0
KRT81	KRT81	chr12	-	52285913	52291534	0.0	0.0	0.0
KRT83	KRT83	chr12	-	52314301	52321398	0.0	0.0	0.0
KRT85	KRT85	chr12	-	52360006	52367481	0.0	0.0	0.0
KRT84	KRT84	chr12	-	52377812	52385652	0.0	0.0	0.0
KRT82	KRT82	chr12	-	52393931	52406335	0.0	0.0	0.0
KRT75	KRT75	chr12	-	52424070	52434371	0.0	0.0	0.0
KRT6B	KRT6B	chr12	-	52446651	52452146	0.0	0.0	0.0
KRT6C	KRT6C	chr12	-	52468516	52473805	0.0	0.0	0.0
KRT6A	KRT6A	chr12	-	52487176	52493257	0.0	0.0	0.0
KRT5	KRT5	chr12	-	52514575	52520394	0.0	0.0	0.0
KRT71	KRT71	chr12	-	52543909	52553145	0.0	0.0	0.0
KRT74	KRT74	chr12	-	52565782	52573843	0.0	0.0	0.0
KRT72	KRT72	chr12	-	52585589	52601463	0.0	0.0	0.0
KRT73	KRT73	chr12	-	52607570	52618559	0.0	0.0	0.0
KRT73-AS1	KRT73-AS1	chr12	+	52609851	52615305	0.0	0.0	0.0
KRT2	KRT2	chr12	-	52644558	52652211	0.0	0.0	0.0
KRT1	KRT1	chr12	-	52674736	52680407	0.0	0.0	0.0
KRT77	KRT77	chr12	-	52689626	52703524	0.0	0.0	0.0
KRT76	KRT76	chr12	-	52768155	52777345	0.000000	0.000000	0.000000
KRT3	KRT3	chr12	-	52789685	52796117	0.0	0.0	0.0
KRT4	KRT4	chr12	-	52806549	52814116	0.0	0.0	0.0
KRT79	KRT79	chr12	-	52821408	52834311	0.0	0.0	0.0
KRT78	KRT78	chr12	-	52837804	52848994	0.0	0.0	0.0
KRT8	KRT8	chr12	-	52897191	52949860	1.506757	2.000077	3.580800
MIR9898	MIR9898	chr12	-	52898889	52898984	0.000000	0.000000	0.000000
KRT18	KRT18	chr12	+	52948871	52952906	81.562279	105.595306	189.050568
EIF4B	EIF4B	chr12	+	53006456	53042215	31.128548	38.459473	68.855194
LOC283335	LOC283335	chr12	-	53043189	53054438	0.082082	0.101411	0.181559
TNS2	TNS2	chr12	+	53046991	53064378	0.241132	0.478616	0.856881
MIR6757	MIR6757	chr12	+	53056944	53057012	0.227053	0.280520	0.502223
SPRYD3	SPRYD3	chr12	-	53064316	53079390	1.094762	1.352558	2.421527
IGFBP6	IGFBP6	chr12	+	53097667	53102340	2.331362	2.880355	5.156789
SOAT2	SOAT2	chr12	+	53103486	53124535	0.000000	0.000000	0.000000
CSAD	CSAD	chr12	-	53157663	53180925	1.378936	1.932157	3.459202
ZNF740	ZNF740	chr12	+	53180722	53195142	1.707863	2.110033	3.777658
ITGB7	ITGB7	chr12	-	53191323	53207251	0.000000	0.000000	0.000000
RARG	RARG	chr12	-	53210566	53232256	1.972001	6.033815	10.802528
MFSD5	MFSD5	chr12	+	53251586	53254406	15.318423	29.573149	52.945728
ESPL1	ESPL1	chr12	+	53268299	53293637	0.254194	0.314052	0.562257
PFDN5	PFDN5	chr12	+	53295451	53299451	706.458557	1034.324341	1851.783081
MYG1	MYG1	chr12	+	53299695	53307177	46.890350	57.932163	103.717766
AAAS	AAAS	chr12	-	53307460	53321610	0.509091	0.628973	1.126069
SP7	SP7	chr12	-	53326576	53344793	0.000000	0.000000	0.000000
SP1	SP1	chr12	+	53380176	53416442	3.657553	5.127272	9.179516
AMHR2	AMHR2	chr12	+	53423855	53431672	0.0	0.0	0.0
PRR13	PRR13	chr12	+	53441649	53446643	125.426476	169.004272	302.573639
PCBP2	PCBP2	chr12	+	53452102	53481162	14.713686	18.232513	32.642235
PCBP2-OT1	PCBP2-OT1	chr12	+	53464468	53465057	1.387207	1.713869	3.068393
MAP3K12	MAP3K12	chr12	-	53479669	53499458	1.121616	1.385736	2.480926
TARBP2	TARBP2	chr12	+	53500921	53506431	21.399448	37.628544	67.367554
ATF7-NPFF	ATF7-NPFF	chr12	-	53506688	53626382	0.000000	0.000000	0.000000
NPFF	NPFF	chr12	-	53506688	53507484	0.000000	0.000000	0.000000
ATF7	ATF7	chr12	-	53507856	53626415	4.146341	12.337909	22.088942
LOC100652999	LOC100652999	chr12	+	53513984	53517608	0.000000	0.000000	0.000000
ATP5MC2	ATP5MC2	chr12	-	53665160	53676330	173.833023	915.411011	1638.888916
CALCOCO1	CALCOCO1	chr12	-	53708518	53727452	1.387404	1.714112	3.068828
CISTR	CISTR	chr12	-	53750447	53757034	0.0	0.0	0.0
HOXC13-AS	HOXC13-AS	chr12	-	53935328	53939643	0.000000	0.000000	0.000000
HOXC13	HOXC13	chr12	+	53938831	53946544	0.000000	0.000000	0.000000
HOXC12	HOXC12	chr12	+	53954903	53958956	0.0	0.0	0.0
HOTAIR	HOTAIR	chr12	-	53962308	53974956	0.0	0.0	0.0
HOXC11	HOXC11	chr12	+	53973126	53977643	0.0	0.0	0.0
HOXC-AS3	HOXC-AS3	chr12	-	53983951	53985519	0.000000	0.000000	0.000000
HOXC10	HOXC10	chr12	+	53985146	53990278	11.232962	13.878118	24.846428
MIR196A2	MIR196A2	chr12	+	53991738	53991847	0.000000	0.000000	0.000000
HOXC-AS2	HOXC-AS2	chr12	-	53995208	53996785	0.000000	0.000000	0.000000
HOXC-AS1	HOXC-AS1	chr12	-	53999022	54000010	1.598798	1.975286	3.536415
HOXC9	HOXC9	chr12	+	54000161	54003336	8.002037	9.886370	17.699875
HOXC8	HOXC8	chr12	+	54008985	54012769	9.291708	11.479735	20.552526
HOXC4	HOXC4	chr12	+	54016888	54056030	5.836707	7.471634	13.376700
HOXC5	HOXC5	chr12	+	54016888	54035360	0.096554	0.210276	0.376465
HOXC6	HOXC6	chr12	+	54016888	54030823	0.731864	0.964426	1.726641
MIR615	MIR615	chr12	+	54033950	54034045	0.000000	0.000000	0.000000
FLJ12825	FLJ12825	chr12	+	54058254	54122234	0.0	0.0	0.0
LOC100240735	LOC100240735	chr12	-	54078839	54081823	0.0	0.0	0.0
LOC100240734	LOC100240734	chr12	+	54102209	54102699	0.0	0.0	0.0
LINC02381	LINC02381	chr12	+	54126071	54132842	0.0	0.0	0.0
SMUG1	SMUG1	chr12	-	54180358	54188994	5.496310	8.510838	15.237218
CBX5	CBX5	chr12	-	54230942	54280122	12.661292	16.065746	28.763006
MIR3198-2	MIR3198-2	chr12	-	54231397	54231476	0.241667	0.298575	0.534548
SCAT2	SCAT2	chr12	+	54262615	54279062	0.876195	1.082523	1.938074
HNRNPA1	HNRNPA1	chr12	+	54280726	54287087	2.933337	3.625761	6.491312
NFE2	NFE2	chr12	-	54292107	54301037	0.000000	0.000000	0.000000
COPZ1	COPZ1	chr12	+	54325131	54351845	76.778503	99.596397	178.310532
MIR148B	MIR148B	chr12	+	54337216	54337314	0.000000	0.000000	0.000000
LOC102724050	LOC102724050	chr12	+	54353691	54467030	0.000000	0.000000	0.000000
GPR84	GPR84	chr12	-	54362445	54364486	0.000000	0.000000	0.000000
ZNF385A	ZNF385A	chr12	-	54369136	54391298	0.404880	0.546435	0.978300
ITGA5	ITGA5	chr12	-	54395261	54419266	0.209647	0.259015	0.463723
GTSF1	GTSF1	chr12	-	54455957	54473602	1.804213	2.229072	3.990777
NCKAP1L	NCKAP1L	chr12	+	54497752	54548243	0.000000	0.000000	0.000000
PDE1B	PDE1B	chr12	+	54549393	54579239	0.000000	0.000000	0.000000
PPP1R1A	PPP1R1A	chr12	-	54579246	54588659	0.000000	0.000000	0.000000
GLYCAM1	GLYCAM1	chr12	-	54608187	54610462	0.000000	0.000000	0.000000
LACRT	LACRT	chr12	-	54630811	54634895	0.000000	0.000000	0.000000
DCD	DCD	chr12	-	54644589	54648365	0.000000	0.000000	0.000000
MUCL1	MUCL1	chr12	+	54854516	54858387	0.0	0.0	0.0
TESPA1	TESPA1	chr12	-	54948016	54984762	0.0	0.0	0.0
NEUROD4	NEUROD4	chr12	+	55019974	55030017	0.0	0.0	0.0
OR9K2	OR9K2	chr12	+	55129769	55130776	0.0	0.0	0.0
OR10A7	OR10A7	chr12	+	55221025	55221975	0.0	0.0	0.0
OR6C74	OR6C74	chr12	+	55247288	55248226	0.0	0.0	0.0
OR6C6	OR6C6	chr12	-	55294288	55295232	0.0	0.0	0.0
OR6C1	OR6C1	chr12	+	55320600	55321538	0.0	0.0	0.0
OR6C3	OR6C3	chr12	+	55331701	55332636	0.0	0.0	0.0
OR6C75	OR6C75	chr12	+	55365111	55366049	0.0	0.0	0.0
OR6C65	OR6C65	chr12	+	55400529	55401467	0.0	0.0	0.0
OR6C76	OR6C76	chr12	+	55426254	55427192	0.0	0.0	0.0
OR6C2	OR6C2	chr12	+	55452214	55453152	0.0	0.0	0.0
OR6C70	OR6C70	chr12	-	55469200	55470138	0.0	0.0	0.0
OR6C68	OR6C68	chr12	+	55492378	55493316	0.0	0.0	0.0
OR6C4	OR6C4	chr12	+	55551227	55552156	0.0	0.0	0.0
OR2AP1	OR2AP1	chr12	+	55574415	55575344	0.0	0.0	0.0
OR10P1	OR10P1	chr12	+	55636892	55637833	0.0	0.0	0.0
METTL7B	METTL7B	chr12	+	55681736	55684610	0.0	0.0	0.0
ITGA7	ITGA7	chr12	-	55684570	55712408	0.0	0.0	0.0
BLOC1S1	BLOC1S1	chr12	+	55716034	55719707	28.246693	52.376160	93.770676
BLOC1S1-RDH5	BLOC1S1-RDH5	chr12	+	55716034	55724742	82.779793	102.272911	183.102386
RDH5	RDH5	chr12	+	55720393	55724742	0.000000	0.000000	0.000000
CD63	CD63	chr12	-	55725323	55729673	115.502762	356.249817	637.805115
GDF11	GDF11	chr12	+	55743122	55757264	1.113783	1.376058	2.463600
SARNP	SARNP	chr12	-	55752463	55817756	89.173904	120.590721	215.897339
ORMDL2	ORMDL2	chr12	+	55818041	55821879	18.417109	22.754000	40.737194
DNAJC14	DNAJC14	chr12	-	55820960	55829636	14.366585	17.749651	31.777756
TMEM198B	TMEM198B	chr12	+	55829608	55836246	0.901704	1.142755	2.045910
MMP19	MMP19	chr12	-	55835436	55842936	0.000000	0.000000	0.000000
PYM1	PYM1	chr12	-	55901413	55927894	11.649692	15.907227	28.479202
DGKA	DGKA	chr12	+	55931162	55954023	0.000000	0.000000	0.000000
PMEL	PMEL	chr12	-	55954105	55966709	0.000000	0.000000	0.000000
CDK2	CDK2	chr12	+	55966830	55972789	19.099073	25.543964	45.732159
RAB5B	RAB5B	chr12	+	55973913	55996683	1.938061	8.247611	14.765955
SUOX	SUOX	chr12	+	55997276	56005525	4.479446	5.574247	9.979749
IKZF4	IKZF4	chr12	+	56007504	56038435	0.494570	0.670728	1.200825
LOC105369781	LOC105369781	chr12	-	56010092	56025091	0.000000	0.000000	0.000000
RPS26	RPS26	chr12	+	56041918	56044697	210.995514	260.681091	466.705475
ERBB3	ERBB3	chr12	+	56080108	56103505	0.086990	0.116910	0.209307
PA2G4	PA2G4	chr12	+	56104559	56113910	126.101585	155.796188	278.926758
RPL41	RPL41	chr12	+	56116633	56117967	3154.028809	4392.458984	7863.956055
ZC3H10	ZC3H10	chr12	+	56118266	56127514	0.108445	0.140718	0.251931
ESYT1	ESYT1	chr12	+	56128202	56144676	20.014715	24.728212	44.271694
MYL6B	MYL6B	chr12	+	56152587	56157982	43.640175	58.012249	103.861122
MYL6	MYL6	chr12	+	56158359	56161579	1344.352539	1709.635620	3060.813965
SMARCC2	SMARCC2	chr12	-	56162359	56189483	12.171346	15.218838	27.246759
RNF41	RNF41	chr12	-	56202179	56221969	1.122897	1.556783	2.787158
NABP2	NABP2	chr12	+	56224342	56229854	38.190002	47.183044	84.473282
SLC39A5	SLC39A5	chr12	+	56230051	56237845	0.000000	0.000000	0.000000
ANKRD52	ANKRD52	chr12	-	56237807	56258384	1.939778	2.396560	4.290636
COQ10A	COQ10A	chr12	+	56266942	56270966	1.663581	2.683645	4.804614
CS	CS	chr12	-	56271699	56300330	43.845184	54.169922	96.982094
CNPY2	CNPY2	chr12	-	56309844	56316348	66.430115	157.694870	282.326050
PAN2	PAN2	chr12	-	56316223	56334000	1.728141	2.228084	3.989007
IL23A	IL23A	chr12	+	56338884	56340410	0.0	0.0	0.0
STAT2	STAT2	chr12	-	56341598	56360107	0.155200	0.191747	0.343290
APOF	APOF	chr12	-	56360568	56362857	0.000000	0.000000	0.000000
TIMELESS	TIMELESS	chr12	-	56416363	56449426	8.150543	10.069846	18.028358
MIP	MIP	chr12	-	56449502	56454657	0.024342	0.030074	0.053843
SPRYD4	SPRYD4	chr12	+	56468578	56479708	0.852540	1.053298	1.885751
GLS2	GLS2	chr12	-	56470944	56488414	0.086365	0.115305	0.206434
SNORA105C	SNORA105C	chr12	+	56512865	56512980	0.000000	0.000000	0.000000
RBMS2	RBMS2	chr12	+	56521820	56596192	1.199824	1.482360	2.653916
BAZ2A	BAZ2A	chr12	-	56595596	56636359	4.222919	5.395627	9.659958
ATP5F1B	ATP5F1B	chr12	-	56638175	56645984	217.238174	268.393768	480.513702
SNORD59B	SNORD59B	chr12	-	56643680	56643754	0.186667	0.230624	0.412893
SNORD59A	SNORD59A	chr12	-	56645027	56645101	0.000000	0.000000	0.000000
PTGES3	PTGES3	chr12	-	56663341	56688408	204.439392	369.593750	661.695190
NACA	NACA	chr12	-	56712427	56725299	76.993515	731.838806	1310.233887
PRIM1	PRIM1	chr12	-	56731580	56752323	27.824917	34.377171	61.546520
HSD17B6	HSD17B6	chr12	+	56763324	56787790	0.0	0.0	0.0
SDR9C7	SDR9C7	chr12	-	56923133	56934408	0.000000	0.000000	0.000000
RDH16	RDH16	chr12	-	56951431	56959374	0.000000	0.000000	0.000000
GPR182	GPR182	chr12	+	56994492	56998447	0.000000	0.000000	0.000000
ZBTB39	ZBTB39	chr12	-	56998836	57006546	0.803765	0.993037	1.777865
TAC3	TAC3	chr12	-	57010000	57016529	0.000000	0.000000	0.000000
MYO1A	MYO1A	chr12	-	57028517	57051198	0.000000	0.000000	0.000000
NEMP1	NEMP1	chr12	-	57055643	57078791	7.738298	9.560525	17.116507
NAB2	NAB2	chr12	+	57089114	57095476	1.549177	1.913980	3.426657
STAT6	STAT6	chr12	-	57095410	57111362	0.504827	0.657084	1.176397
LRP1	LRP1	chr12	+	57128483	57213342	0.210837	0.260485	0.466355
LRP1-AS	LRP1-AS	chr12	-	57144620	57147619	0.000000	0.000000	0.000000
MIR1228	MIR1228	chr12	+	57194504	57194576	0.000000	0.000000	0.000000
NXPH4	NXPH4	chr12	+	57216794	57226449	0.052078	0.064341	0.115192
SHMT2	SHMT2	chr12	+	57229711	57234935	19.081350	31.117474	55.710583
NDUFA4L2	NDUFA4L2	chr12	-	57234903	57240692	0.120791	0.149235	0.267180
STAC3	STAC3	chr12	-	57243458	57251187	0.000000	0.000000	0.000000
R3HDM2	R3HDM2	chr12	-	57253764	57431043	4.070160	5.920858	10.600296
INHBC	INHBC	chr12	+	57434784	57452062	0.044035	0.054404	0.097402
INHBE	INHBE	chr12	+	57455307	57458025	0.000000	0.000000	0.000000
GLI1	GLI1	chr12	+	57459785	57472264	0.568717	0.702639	1.257957
ARHGAP9	ARHGAP9	chr12	-	57472269	57488824	0.000000	0.000000	0.000000
MARS1	MARS1	chr12	+	57488068	57516652	28.294481	34.957314	62.585167
MIR6758	MIR6758	chr12	+	57512688	57512750	0.000000	0.000000	0.000000
DDIT3	DDIT3	chr12	-	57516588	57520517	11.222624	14.459239	25.886824
MIR616	MIR616	chr12	-	57519165	57519259	0.000000	0.000000	0.000000
MBD6	MBD6	chr12	+	57522824	57530148	5.636745	6.964095	12.468036
DCTN2	DCTN2	chr12	-	57530050	57547331	9.828995	56.182369	100.585052
KIF5A	KIF5A	chr12	+	57550044	57586633	0.425768	0.526029	0.941765
PIP4K2C	PIP4K2C	chr12	+	57591192	57603417	9.672071	11.949666	21.393860
DTX3	DTX3	chr12	+	57604824	57609802	0.092702	0.114532	0.205050
ARHGEF25	ARHGEF25	chr12	+	57610116	57617245	1.364003	2.482802	4.445037
LOC101927583	LOC101927583	chr12	-	57618405	57621903	0.000000	0.000000	0.000000
SLC26A10	SLC26A10	chr12	+	57619527	57626151	0.000000	0.000000	0.000000
B4GALNT1	B4GALNT1	chr12	-	57623409	57633239	1.842749	2.699956	4.833816
OS9	OS9	chr12	+	57693955	57721557	5.954843	7.746941	13.869589
AGAP2	AGAP2	chr12	-	57723761	57742161	0.889141	1.245664	2.230152
AGAP2-AS1	AGAP2-AS1	chr12	+	57726240	57728356	1.521093	1.879282	3.364538
TSPAN31	TSPAN31	chr12	+	57745039	57750219	3.923852	4.855659	8.693237
CDK4	CDK4	chr12	-	57747727	57752310	47.012283	58.082809	103.987473
MIR6759	MIR6759	chr12	-	57748618	57748682	0.012330	0.015233	0.027273
